GameID,Title,DetailedDescription,SupportedLanguages,ReleaseDate,BackgroundImage,PosterImage,Trailer,PurchaseLink,PriceInitial,PriceFinal,EmbeddingVectors,SteamRecommendationCount,PlatformWindows,PlatformLinux,PlatformMac
105,Painkiller Overdose,The critically-acclaimed and award-winning FPS franchise is back! Packed with tons of fast-paced adrenaline-fueled single player and multiplayer action Painkiller Overdose brings with it 6 innovative new demonic weapons mind-bending physics lightning-player maps over 40 demented and sickly-twisted monsters from Hell and gigantic end bosses that will blow your mind!A prequel to the eventual sequel that bridges the storyline and ties up wandering ends.Overdose introduces a new character and storyline that examines the repercussions of Daniel defeating Lucifer in the original Painkiller!16 NEW levels of fast-paced pain-killing action!Six NEW demonic weapons grant the powers of a demi-god to souls awaiting damnation everywhere!Crafted and designed completely by Mindware Studios; long-time advocates and fans of the game.A reshuffled Tarot deck infuses Belial with new powers and devastating combinations.Over 40 demented and sickly-twisted monsters from Hell.New End Bosses of colossal statures standing guard over Hells crumbling domain and the entrances to the other realms!A revitalized commitment to multiplayer introduces a series of stats tracking features and game server options intended to revamp the multiplayer experience.Multiplayer compatibility with original Painkiller multiplayer maps and game modes!,English German,Oct 30 2007,http://cdn.akamai.steamstatic.com/steam/apps/3270/page_bg_generated_v6b.jpg?t=1472036332,http://cdn.akamai.steamstatic.com/steam/apps/3270/header.jpg?t=1472036332,, ,4.99,1.24,0,374,1,0,0
106,Bejeweled 2 Deluxe, ,English French German Italian Spanish,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3300/page_bg_generated_v6b.jpg?t=1447350876,http://cdn.akamai.steamstatic.com/steam/apps/3300/header.jpg?t=1447350876,, ,4.99,4.99,0,0,1,0,1
107,Chuzzle Deluxe, ,English French German Italian Spanish,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3310/page_bg_generated_v6b.jpg?t=1447350877,http://cdn.akamai.steamstatic.com/steam/apps/3310/header.jpg?t=1447350877,, ,4.99,4.99,0,0,1,0,1
108,Insaniquarium! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3320/page_bg_generated_v6b.jpg?t=1447350878,http://cdn.akamai.steamstatic.com/steam/apps/3320/header.jpg?t=1447350878,, ,4.99,4.99,0,414,1,0,0
109,Zuma Deluxe,Survive the ancient temples of Zuma the critically acclaimed action-puzzler from PopCap! Deep in the jungle lie hidden temples bursting with traps and trickery and its up to you to uncover their treasures. Fire magical balls from your stone frog idol to make matches of three or more and clear the deadly chain before it reaches the golden skull.Explore all the temples -- if youre good youll rack up huge combos and special bonuses thatll help you on your way. But think fast and aim smart or youll be history in this action-packed puzzle challenge!Key Features3D accelerated graphics and effects.Stunning sounds and tribal tunes.Explore the Adventure mode and test your skills in Gauntlet mode.Over 20 temples to explore!,English French German Italian Spanish,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3330/page_bg_generated_v6b.jpg?t=1447350874,http://cdn.akamai.steamstatic.com/steam/apps/3330/header.jpg?t=1447350874,, ,4.99,4.99,0,118,1,0,1
110,AstroPop Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3340/page_bg_generated_v6b.jpg?t=1447350878,http://cdn.akamai.steamstatic.com/steam/apps/3340/header.jpg?t=1447350878,, ,4.99,4.99,0,0,1,0,0
111,Bejeweled Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3350/page_bg_generated_v6b.jpg?t=1447350878,http://cdn.akamai.steamstatic.com/steam/apps/3350/header.jpg?t=1447350878,, ,4.99,4.99,0,0,1,0,0
112,Big Money! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3360/page_bg_generated_v6b.jpg?t=1447350880,http://cdn.akamai.steamstatic.com/steam/apps/3360/header.jpg?t=1447350880,, ,4.99,4.99,0,0,1,0,0
113,Dynomite! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3380/page_bg_generated_v6b.jpg?t=1447350881,http://cdn.akamai.steamstatic.com/steam/apps/3380/header.jpg?t=1447350881,, ,4.99,4.99,0,0,1,0,0
114,Feeding Frenzy 2: Shipwreck Showdown Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3390/page_bg_generated_v6b.jpg?t=1447350882,http://cdn.akamai.steamstatic.com/steam/apps/3390/header.jpg?t=1447350882,, ,4.99,4.99,0,159,1,0,0
115,Hammer Heads Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3400/page_bg_generated_v6b.jpg?t=1447350883,http://cdn.akamai.steamstatic.com/steam/apps/3400/header.jpg?t=1447350883,, ,4.99,4.99,0,0,1,0,0
116,Heavy Weapon Deluxe,Its shoot-em-up arcade action at its best! Use an incredible assortment of heavy artillery to blast away enemy tanks and planes and fight your way to victory. What are you waiting for? Pull yourself up by your bootstraps and get into the action!                                        Blast your way through 19 missions packed with peril.                    Two action-packed game modes: Mission and Survival.                    Enhanced sound effects and an original soundtrack!,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3410/page_bg_generated_v6b.jpg?t=1447350883,http://cdn.akamai.steamstatic.com/steam/apps/3410/header.jpg?t=1447350883,, ,4.99,4.99,0,0,1,0,0
117,Iggle Pop! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3420/page_bg_generated_v6b.jpg?t=1447350885,http://cdn.akamai.steamstatic.com/steam/apps/3420/header.jpg?t=1447350885,, ,4.99,4.99,0,0,1,0,0
118,Pizza Frenzy, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3430/page_bg_generated_v6b.jpg?t=1447350886,http://cdn.akamai.steamstatic.com/steam/apps/3430/header.jpg?t=1447350886,, ,4.99,4.99,0,0,1,0,0
119,Rocket Mania! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3440/page_bg_generated_v6b.jpg?t=1447350887,http://cdn.akamai.steamstatic.com/steam/apps/3440/header.jpg?t=1447350887,, ,4.99,4.99,0,0,1,0,0
120,Typer Shark! Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3450/page_bg_generated_v6b.jpg?t=1447350888,http://cdn.akamai.steamstatic.com/steam/apps/3450/header.jpg?t=1447350888,, ,4.99,4.99,0,0,1,0,0
121,Talismania Deluxe, ,English,Aug 30 2006,http://cdn.akamai.steamstatic.com/steam/apps/3460/page_bg_generated_v6b.jpg?t=1447350889,http://cdn.akamai.steamstatic.com/steam/apps/3460/header.jpg?t=1447350889,, ,4.99,4.99,0,0,1,0,0
122,Peggle Deluxe,Take your best shot with energizing arcade fun! Aim shoot clear the orange pegs then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness. Conquer 55 fanciful levels with 10 mystical Magic Powers racking up bonus points and shots youll smile about for weeks. Face off against your friends in Duel Mode or tackle 75 extra-tricky challenges. Its luck and skill and joyous thrills and amidst all this fevered action only one question remains: Can you become a Peggle Master?Wield 10 miraculous Magic Powers!Master 55 levels of bouncy delight!Conquer 75 Master challenges!Play friends or the computer in Duel Mode!Revel in breathtaking artwork and music!Replay and save your best shots!,English French Italian German Spanish,Mar 6 2007,http://cdn.akamai.steamstatic.com/steam/apps/3480/page_bg_generated_v6b.jpg?t=1447350989,http://cdn.akamai.steamstatic.com/steam/apps/3480/header.jpg?t=1447350989,, ,4.99,4.99,0,682,1,0,1
123,Peggle Extreme,Mayday! The Peggle Institute has been invaded by a host of other-worldly creatures. Its up to you Peggle Master to report to duty and shoot and bounce the critters to oblivion. Take your best shot with energizing arcade fun now exclusively themed with art and sounds from The Orange Box! Peggle Extreme delivers fast-paced puzzle action that combines elements of pinball and pachinko to create a truly unique game experience. As with the original Peggle Peggle Extreme requires players to fire a metallic silver ball from the top of the screen relying on gravity to propel the ball downwards while ricocheting off orange and blue pegs. The goal is to clear all the orange pegs from the screen before running out of balls. A moving bucket at the bottom of the screen offers free balls while green power-up and purple bonus multiplier pegs provide additional twists. Peggle Extreme features one power-up in the form of Bjorn the Unicorn whose special takes the form of a super-guide sighting capability which enables players to see where there next shot will go beyond one or two initial bounces.Master 10 levels of Extreme challengesConquer 5 Master challengesPlay against a friend or the computer in Duel ModeRevel in breathtaking artwork and sounds from Half-Life: Episode 2 Portal and Team Fortress 2Replay and save your best shots,English,Sep 11 2007,http://cdn.akamai.steamstatic.com/steam/apps/3483/page_bg_generated_v6b.jpg?t=1447351145,http://cdn.akamai.steamstatic.com/steam/apps/3483/header.jpg?t=1447351145,, ,0,0,0,618,1,0,0
124,Venice,Venice is sinking and only you can save it! From the floating fortress of your golden gondola youll restore the city by returning its lost treasures. Sling costly coins launch lovely lyres and ricochet ruby rings into the corresponding spaces overhead. Use your arsenal of special shots to create cascading combos and earn bonus points along the way. But beware �?shelves chutes swirlies and other traps will make things tricky so youll need power-ups like Wild Shot and Wings to help you sail through the levels. So grab your gondola and get ready �?with a majestic soundtrack gloriously ornate artwork and four enduring game modes Venice is a classic test of wits will and skill!Dive into 4 game modes: Journey Flood Survival and Trick ShotsSave 72 buildings over 8 neighborhoodsWield astonishing power-ups like Wild Shot and WingsOvercome obstacles like tricky chutes sinister swirlies and moreRevel in ornate art mellifluous music and spectacular effectsEarn bonus points and power-ups with terrific tumbles and cascading combosSave your high scores for pride and posterity!,English,Jun 25 2007,http://cdn.akamai.steamstatic.com/steam/apps/3490/page_bg_generated_v6b.jpg?t=1447351048,http://cdn.akamai.steamstatic.com/steam/apps/3490/header.jpg?t=1447351048,, ,4.99,4.99,0,0,1,0,0
125,Mystery P.I.: The Lottery Ticket,You are the world-famous Mystery P.I. and youve been hired by Grandma Rose to find her $488 million dollar winning lottery ticket that has gone missing! Retrace Grandmas steps to collect clues by finding hidden objects and solving puzzles. Search the city for the clues and piece them together to solve the case. Grandma Rose has agreed to pay you $20 million if you find the ticket before the deadline. Hurry you only have 12 hours to find the ticket!Investigate 20 unique locations to find over 2100 cleverly hidden objects! As your investigation skills improve your P.I. rank increases -- strive for a Perfect Investigation to get big bonus points!Two fun ways to play: In Find the Ticket mode you must locate the missing ticket before the deadline. Unlock Unlimited Seek & Find game mode to search for all the hidden objects with no time limits -- every scene every item! Collect all 20 KEYS while finding the Ticket to unlock a fun bonus location hidden in the city.,English,Oct 16 2007,http://cdn.akamai.steamstatic.com/steam/apps/3500/page_bg_generated_v6b.jpg?t=1447351168,http://cdn.akamai.steamstatic.com/steam/apps/3500/header.jpg?t=1447351168,, ,4.99,4.99,0,0,1,0,0
126,Amazing Adventures: The Lost Tomb,You are an adventure seeker who travels the world in search of forgotten & lost treasures. Search for hidden objects and circumvent unique puzzle traps to recover the most sought after treasures the world has ever known.A newly-discovered fragment of an ancient map is believed to reveal the location of the Lost Tomb of Egypt. Under the direction of the Museum you must immediately begin your adventure to locate the Lost Tomb and the treasures locked within! Complete over 100 levels by finding hidden objects and circumventing unique puzzle traps. Good luck on your adventure!Find over 2000 hidden objects in over 100 levels.Explore 22 unique Egyptian locations.Circumvent 7 unique mini-game puzzle traps to continue your missions.Two game modes: Find the Lost Tomb and Secret Game mode.Find the hidden Scarabs to unlock Secret Game mode and a bonus Egyptian location.Strive for the Perfect Search Bonus by not using the Hint button.Play against the clock or in Relaxed Mode with no time limits.Unlock interesting facts about Egypt in your journal.,English,Dec 13 2007,http://cdn.akamai.steamstatic.com/steam/apps/3510/page_bg_generated_v6b.jpg?t=1447351196,http://cdn.akamai.steamstatic.com/steam/apps/3510/header.jpg?t=1447351196,, ,4.99,4.99,0,0,1,0,0
127,Mystery PI: The Vegas Heist,The heist of the century has just happened!  Youve been hired by the casino to find & return the stolen money before its grand opening in 16 hours. Search for over 2300 cleverly hidden objects in 25 intriguing locations to solve the Vegas Heist.Two addictive ways to play: Vegas Heist mode and Unlimited Seek & Find mode. Collect all the hidden Keys and Poker Chips to unlock the bonus mode.  Find the clues solve the Vegas Heist!Find over 2300 cleverly hidden objectsInvestigate 25 intriguing Vegas locations to locate the stolen moneyTwo fun game modes: Solve the Vegas Heist and Unlimited Seek & FindPlay 5 unique mini-games: Word Search Tile Rotation Tile Swap Jigsaw and a unique crime solving puzzle,English,Jun 5 2008,http://cdn.akamai.steamstatic.com/steam/apps/3520/page_bg_generated_v6b.jpg?t=1447351348,http://cdn.akamai.steamstatic.com/steam/apps/3520/header.jpg?t=1447351348,, ,4.99,4.99,0,0,1,0,0
128,Amazing Adventures Around the World,Pieces of an ancient stone tablet have started turning up around the globe and the Museum needs your help to locate the pieces and find the most expensive gem ever known...the “World Diamond�?  Under the direction of the Museum you must immediately begin your global seek & find adventure.  Complete over 100 levels by finding hidden objects and circumventing unique puzzle traps.                    Travel to 25 unique & exotic locations around the world finding over 2100 hidden objects in 3 different game modes: Find the World Diamond story mode plus two Unlimited Play game modes which are unlocked after you have found the World Diamond or have found all of the hidden Gems in each location.  Take on 8 different types of mini-game puzzles including place-the-differences and spot-the-differences.  Good luck on your around the world adventure!                                        Find over 2100 Hidden Objects in over 100 levels.                    Explore 25 exotic & worldly locations.                    Play 8 unique mini-game puzzle traps including Spot-the-Differences Place-the-differences and many more.                    Three game modes: Find the World Diamond Unlimited Seek & Find and Unlimited Spot the Differences.                    Find the hidden Gems to unlock the Unlimited game modes.                    Strive for a Perfect Search bonus by not using Hint.                    Play against the clock or in Relaxed Mode with no time limits.                    Unlock interesting facts in your journal as you travel the globe.,English,Apr 15 2009,http://cdn.akamai.steamstatic.com/steam/apps/3530/page_bg_generated_v6b.jpg?t=1447351774,http://cdn.akamai.steamstatic.com/steam/apps/3530/header.jpg?t=1447351774,, ,4.99,4.99,0,0,1,0,0
129,Peggle Nights,The sun has set at the Peggle Institute but the bouncy delight has just begun! Join the Peggle Masters on a dreamtime adventure of alter egos and peg-tastic action. Stay up late to aim shoot and clear orange pegs and bask in Extreme Fever glory under the silver moon. Then put your Peggle skills to the ultimate test in Challenge mode. If you can master all that fevered action play to your hearts content with Duel mode and Quick Play. Plus you can stock your Trophy Room and revel in clickable replays for even more rebounding joy!                                        Explore all 60 levels in Adventure mode                    Meet a new Peggle Master and learn a new Magic Power                    Test your skills in 60 challenges                    Unlock Duel mode to compete against friends and the computer                    Celebrate your Peggle prowess with clickable replays and a Trophy Room!,English,Oct 15 2008,http://cdn.akamai.steamstatic.com/steam/apps/3540/page_bg_generated_v6b.jpg?t=1447351487,http://cdn.akamai.steamstatic.com/steam/apps/3540/header.jpg?t=1447351487,, ,4.99,4.99,0,248,1,0,1
130,Bejeweled Twist,Spin match explode... WOW! Its a brilliant new way to play Bejeweled! Get set for a vivid sensory rush as you spin and match explosive gems for shockwaves of fun. Rotate jewels freely to set up electrifying combos outwit surprising obstacles like Locks and Bombs and create high-voltage Flame and Lightning gems. When you need to dial up the intensity or fine-tune your skills turn to Challenge mode or five-minute Blitz. And if relaxing is more your style kick up your feet with stress-free Zen. No matter the mode youll discover new strategies improve your moves and find endless ways to win!                                        Use the revolutionary Gem Rotator to move gems around and make matches anywhere on the board                     Relax rev up refocus or recharge in four game modes �?Classic Zen Challenge and Blitz                    Clear away Locks and Bombs for magnificent bonuses                    Create Flame and Lightning power gems then blast them to smithereens just because you can                    Relive your best moves with Instant Replay and see where you rank on the high-score list                    Start playing quickly and easily with in-game tips                    Enjoy eye-popping graphics and special effects... youve never seen Bejeweled like this before!,English,Nov 18 2008,http://cdn.akamai.steamstatic.com/steam/apps/3560/page_bg_generated_v6b.jpg?t=1447351528,http://cdn.akamai.steamstatic.com/steam/apps/3560/header.jpg?t=1447351528,, ,4.99,4.99,0,0,1,0,0
131,Mystery P.I.: The New York Fortune,A fun loving & eccentric New York billionaire has hidden the will to his vast fortune somewhere in New York City!  His family only has 17 hours to locate the will or their Grandpas entire estate will be given to his cat & dog.                    You are the world famous Mystery P.I. and the family has hired you to track down the clues hidden all over NYC.  Seek & Find over 2100 hidden objects in 25 amazing NY locations like Times Square Central Park Coney Island the Brooklyn Bridge and many more. If you succeed you will be awarded $25 Million dollars.                    Three addictive ways to play: In NY Fortune mode you must find the clues to locate the will.  Collect all the Keys & Apples to unlock two Unlimited game modes: Unlock Unlimited Seek & Find and Spot the Differences to find every hidden item in every scene.                                        Find over 2100 cleverly hidden objects.                    Investigate 25 amazing New York locations to find the clues.                    Three fun game modes: Find the NY Fortune and two Unlimited game modes                    Play 5 unique mini-games: Match-3 Word Search Circle Rotation Tile Swap Jigsaw plus a unique final puzzle.                    Locate the secret Keys and Apples to unlock two Unlimited game modes.                    Go for a Perfect Investigation & speed bonuses to become a Master PI.,English,Jan 28 2009,http://cdn.akamai.steamstatic.com/steam/apps/3570/page_bg_generated_v6b.jpg?t=1447351648,http://cdn.akamai.steamstatic.com/steam/apps/3570/header.jpg?t=1447351648,, ,4.99,4.99,0,0,1,0,0
132,The Wizard's Pen,The Wizard has vanished and only you can find him in this spellbinding hidden-object adventure! The clues to the Wizards whereabouts are in his workbook but all the pages are blank. Youll need his magic pen to uncover and guess the image on each page. The better your guesses the better your score �?and every image you uncover brings you closer to finding the Wizard. Plus you can play mystical mini-games unlock special challenges score bonus points and earn potent potions. Its a unique new twist on the seek-and-find genre that youve gotta try!                                        Discover over 400 pages of hidden objects                    Power up with 10 magic potions                    Unlock 16 unique hidden-object mini-games!                    Open seven sketchbooks with special challenges,English,Feb 18 2009,http://cdn.akamai.steamstatic.com/steam/apps/3580/page_bg_generated_v6b.jpg?t=1447351685,http://cdn.akamai.steamstatic.com/steam/apps/3580/header.jpg?t=1447351685,, ,4.99,4.99,0,0,1,0,0
133,Plants vs. Zombies: Game of the Year,Zombies are invading your home and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs youll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. Obstacles like a setting sun creeping fog and a swimming pool add to the challenge and with five game modes to dig into the fun never dies!Features                    Play five game modes: Adventure Mini-Games Puzzle Survival plus the stress-free Zen Garden                    Conquer all 50 levels of Adventure mode  through day night and fog in a swimming pool and on the rooftop                    Battle 26 types of zombies including pole-vaulters snorkelers and Zomboni drivers                    Earn 49 powerful perennials and collect coins to buy a pet snail power-ups and more!                    Open the Almanac to see all the plants and zombies plus amusing facts and quotes                    Browse Crazy Daves shop for special plants and tools to stem any zombie assault                    Amazing graphics and soundtrack plus a bonus music video                    Infinite replayability: the game is never the same experience twice!                    Unlock all the Steam Achievements,English,May 5 2009,http://cdn.akamai.steamstatic.com/steam/apps/3590/page_bg_generated_v6b.jpg?t=1447351772,http://cdn.akamai.steamstatic.com/steam/apps/3590/header.jpg?t=1447351772,,http://support.popcap.com/,4.99,4.99,0,6207,1,0,1
134,Escape Rosecliff Island,An unexpected storm has left you shipwrecked on a mysterious and remote private island. Seek & find cleverly hidden objects and solve puzzles to find a way off the island!  Find over 2100 hidden objects in 25 intriguing and mysterious locations to find items that will help you escape!                    Play 5 different types of mini-game puzzles to collect inventory items from each location that will be needed to help you escape the remote Rosecliff Island.  Play 3 different game modes: Escape the Island Unlimited Seek & Find and a Mystery Bonus Game.                                        Find over 2100 cleverly hidden objects.                    Explore 25 mysterious island locations to find a way off.                    Three fun game modes: Escape Mode Unlimited Seek & Find & a Mystery Bonus Game.                    Play 5 unique mini-games: Match 3 Word Search Puzzle Rotation Memory Match Jigsaw plus a unique final puzzle.                    Locate all the hidden locks to reveal two bonus games.                    Go for a Perfect Search & back-to-back speed bonuses to beat your high score.,English,Apr 15 2009,http://cdn.akamai.steamstatic.com/steam/apps/3600/page_bg_generated_v6b.jpg?t=1447351775,http://cdn.akamai.steamstatic.com/steam/apps/3600/header.jpg?t=1447351775,, ,4.99,4.99,0,124,1,0,1
135,Mystery P.I.: Lost in Los Angeles,Seek & Find the Hollywood Blockbuster! The only copy of this years biggest blockbuster movie has gone missing the day before the VIP Hollywood premiere.  You are the world famous Mystery P.I. and have been hired to track down and return the lost movie.Seek & Find over 2100 hidden objects in 25 stunning L.A. locations like Malibu Beach Rodeo Drive Movie Sets Hollywood hot spots and many more.  Hurry you only have 17 hours to locate the movie or the Hollywood Studio will be ruined.  If you succeed you will be awarded $15 Million dollars.Three addictive ways to play: Solve the L.A. Mystery to track down the lost blockbuster movie.  Collect all the special Keys & Film Reels to unlock two Unlimited game modes: Unlimited Seek & Find and a Match 3 Puzzle Game.Find over 2100 cleverly hidden objects.Investigate 25 amazing L.A. locations to find the clues.Three fun game modes: Solve the L.A. Mystery and 2 Unlimited Bonus modes.Play 8 different mini-games: Match-3 Word Search Circle Rotation Memory Match Tile Swap Jigsaw and more.Locate the hidden Keys and Film Reels to unlock the Unlimited bonus games.Go for a Perfect Investigation & speed bonuses to become a Master PI.,English,Jul 27 2009,http://cdn.akamai.steamstatic.com/steam/apps/3610/page_bg_generated_v6b.jpg?t=1447352362,http://cdn.akamai.steamstatic.com/steam/apps/3610/header.jpg?t=1447352362,, ,4.99,4.99,0,0,1,0,0
136,Zuma's Revenge,An irresistible force has taken our fearless frog to an island where the ribbeting puzzle-action of Zuma has evolved in amazing ways... but evil spirits and tenacious tiki bosses rule the land!Survive the ire of the island by firing stone spheres to destroy the deadly stream of balls. Conquer over 60 levels by staying sharp and avoiding hidden traps. Slide and hop for smarter shots; hit targets for exotic bonuses; detonate new power-up balls; battle six imposing tiki bosses and guide your agile amphibian to victory in four all new game modes! Will you succumb to the perilous pitfalls or can you tame the jungle in this PopCap ball-blasting challenge?Conquer over 60 levels and defeat six mini-game Boss Battles Score explosive power-ups including three new shotsExplore new gameplay like lily-pad hopping slide-aiming and moreTake a shot at 70 all-new Challenges in the Jungle of Mystery Quiet Village Lost City and Mosquito Coast. Run the Iron Frog gauntlet -- beat 10 levels in a row!Turn up the heat in Heroic Frog modeEnjoy amazing graphics and effects that bring Zuma into the modern world of gaming,English,Sep 15 2009,http://cdn.akamai.steamstatic.com/steam/apps/3620/page_bg_generated_v6b.jpg?t=1447352467,http://cdn.akamai.steamstatic.com/steam/apps/3620/header.jpg?t=1447352467,, ,4.99,4.99,0,225,1,0,0
137,Sniper Elite,As World War II draws to a close the first covert battles of the Cold War begin. Caught in the life and death struggle between Soviets and Germans in war-torn Berlin you control the fate of a lone American OSS Sniper. Disguised as a German and working deep behind enemy lines you must stop Stalins forces from gaining control of Germanys nuclear secrets. Prepare to alter the course of history.Authentic World War II sniper simulation featuring realistic weapons bullet ballistics and sniping skillsMassive single player game with 28 heart-pounding missionsIntense 8-player LAN sniper battles including Deathmatch Team Deathmatch and Assassination game modes3rd person view for close quarter action and movement - 1st view person for snipingOptions to take account of gravity wind posture heart-rate and breathing to execute the perfect shotMulti-angle Bullet Cam for kill confirmationNon linear game play provides unique action each time a mission is played,English French German Italian Spanish,Jul 16 2009,http://cdn.akamai.steamstatic.com/steam/apps/3700/page_bg_generated_v6b.jpg?t=1447352332,http://cdn.akamai.steamstatic.com/steam/apps/3700/header.jpg?t=1447352332,, ,9.99,9.99,0,866,1,0,0
138,Judge Dredd: Dredd vs Death,Welcome to Mega-City One a city of over 400 million people - every one of them a potential criminal. It is the third decade of the 22nd Century unemployment is widespread boredom is universal and only the Judges can prevent total anarchy. Empowered to dispense instant justice they are Judge Jury and Executioner all in one. The most feared and respected of all the Judges is you Judge Dredd.Patrol the streets and mete out instant justice wherever it is needed. The Psi-Judges are predicting a terrible plague  is this the sudden outbreak of Vampires on the city and are they the work of the malevolent Dark Judges?JUDGE JURY and EXECUTIONER its your choice to shoot to kill or disarm and arrestTwo-player co-operative LAN play throughout the entirety of the immersive storylineIntense LAN action for up to 32 playersCustomizable multiplayer games with enemy botsChoose from over 60 characters for insane mayhem!,English,Mar 26 2009,http://cdn.akamai.steamstatic.com/steam/apps/3710/page_bg_generated_v6b.jpg?t=1447351720,http://cdn.akamai.steamstatic.com/steam/apps/3710/header.jpg?t=1447351720,, ,7.99,7.99,0,425,1,0,0
139,Evil Genius,Everybody wants to rule the world! Achieve global power with EVIL GENIUS the one and only complete world domination simulator. All the everyday tasks of the deliciously wicked mastermind are available to experience and master from building your ultra-secret base to developing spectacular super-weapons to carry out your nefarious master plan. How evil are you?Choose from 3 notorious Evil Genius characters to serve as your icon and represent you in your quest for power.Create the ultimate doomsday device and use it to achieve total global domination.Create your lair with over 300 items including kung fu academies rocket caverns and laboratories.Use ingenious traps and wicked interrogation devices to toy with and dispatch obnoxious overdressed government agents.Manage your minions as you train them in treacherous trades such as experimental research programs heavy weapons usage and international sabotage.Recruit dastardly henchmen to patrol your base take out your enemies and undertake outrageous missions to increase your power and notoriety.,English French German Spanish,Jun 22 2009,http://cdn.akamai.steamstatic.com/steam/apps/3720/page_bg_generated_v6b.jpg?t=1447351871,http://cdn.akamai.steamstatic.com/steam/apps/3720/header.jpg?t=1447351871,, ,9.99,9.99,0,1195,1,0,0
140,Aliens versus Predator Classic 2000,Aliens Versus Predator Classic 2000 features the Colonial Marine Alien and Predator Campaigns and the frenetic single-player Skirmish mode from the original title: Alien Versus Predator Gold Edition which was released to massive acclaim in 2000.Alien Versus Predator Classic 2000 has been updated to run on modern PCs and laptops using DirectX 9.0c and includes support for Xbox 360 Controller for Windows.The three most ferocious species in the universe in a bloodthirsty battle for the ultimate prize: survival. Take your pick: be a Colonial Marine a Predator or an Alien. Fight through suspense-filled environments: from starships and space stations to colonial bases and eerie planetscapes. One wrong move turns you from hunter to prey.Three campaigns: Colonial Marine Alien and PredatorIncludes all the levels from the original AvP Gold Edition plus the Millennium Expansion PackSkirmish mode against infinite Alien hordesBonus EpisodesUnique abilities weapons and equipment for each speciesScale walls and elevator shafts as an ALIEN with frightening speed as you attack and devour your victimsStalk your prey as the deadly PREDATOR using wrist blades shoulder cannons and stealth modeLock and load as a COLONIAL MARINE using motion trackers grenade launchers and flame-throwers to exterminate your foesSupports Xbox 360 Controller for WindowsMusic from the original soundtrack CDMultiplayer FeaturesIntegrated with Steam OverlayUses Steam nameHost/Join games via bare-bones in-game lobby browserCan invite and join friends and others via the Steam overlayGame attempts host migrationDedicated servers are not supported or planned,Dutch English French German Spanish,Jan 15 2010,http://cdn.akamai.steamstatic.com/steam/apps/3730/page_bg_generated_v6b.jpg?t=1464632637,http://cdn.akamai.steamstatic.com/steam/apps/3730/header.jpg?t=1464632637,, ,4.99,4.99,0,1084,1,0,0
141,Advent Rising,A common legend pervades the galaxy-that of a powerful highly intelligent ancient race that will one day deliver the universe.  They are known as Humans.Some claim they are the messiah. Others believe they exist only in the imaginations of the young. The Seekers however know Humans exist and believe they are an enemy that must be destroyed. Under the guise of benevolent explorers Seekers comb the universe and eradicate any Human colonies they find. Until now.Working with award-winning science fiction author Orson Scott Card GlyphX Games has created a gripping storyline that will thrust gamers into an incredible intergalactic saga.The Advent of Humanity Begins...,English,Sep 14 2006,http://cdn.akamai.steamstatic.com/steam/apps/3800/page_bg_generated_v6b.jpg?t=1447350908,http://cdn.akamai.steamstatic.com/steam/apps/3800/header.jpg?t=1447350908,,http://www.majescoent.com/content/support,9.99,9.99,0,226,1,0,0
142,BloodRayne,In the years between the World Wars Agent BloodRayne works as a killing machine for The Brimstone Society--a top secret fraternity that hunts down and destroys supernatural threats. Two missions five years apart turn out to be connected by one man.  For years this man has been searching the world for powerful occult relics to bring Germany into a new age of domination. Rayne must face his elite Nazi army and prevent them from releasing horrific creatures in their quest for the artifacts.  Starring the super-sexy super-lethal supernatural heroine BloodRayne this original action horror game unleashed the red headed dhampir on the world.,English,Sep 14 2006,http://cdn.akamai.steamstatic.com/steam/apps/3810/page_bg_generated_v6b.jpg?t=1464633119,http://cdn.akamai.steamstatic.com/steam/apps/3810/header.jpg?t=1464633119,,http://www.majescoent.com/content/support,9.99,9.99,0,307,1,0,0
